Date,Open,High,Low,Close,Adj Close,Volume
2010-06-02,202.000000,202.000000,202.000000,202.000000,202.000000,5
2010-06-03,202.000000,202.000000,150.000000,202.000000,202.000000,27
2010-06-04,202.000000,202.000000,202.000000,202.000000,202.000000,0
2010-06-07,202.000000,202.000000,160.000000,160.000000,160.000000,2
2010-06-08,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-09,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-10,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-11,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-14,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-15,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-16,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-17,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-18,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-06-21,202.000000,202.000000,196.000000,196.000000,196.000000,1
2010-06-22,202.000000,210.000000,180.000000,180.000000,180.000000,11
2010-06-23,180.000000,180.000000,180.000000,180.000000,180.000000,0
2010-06-24,180.000000,180.000000,180.000000,180.000000,180.000000,0
2010-06-25,202.000000,202.000000,102.000000,102.000000,102.000000,61
2010-06-28,202.000000,202.000000,102.000000,130.000000,130.000000,52
2010-06-29,130.000000,130.000000,130.000000,130.000000,130.000000,0
2010-06-30,130.000000,130.000000,120.000000,120.000000,120.000000,27
2010-07-01,140.000000,140.000000,120.000000,120.000000,120.000000,68
2010-07-02,160.000000,170.000000,120.000000,120.000000,120.000000,300
2010-07-06,170.000000,170.000000,170.000000,170.000000,170.000000,710
2010-07-07,170.000000,170.000000,170.000000,170.000000,170.000000,2
2010-07-08,160.000000,160.000000,142.000000,142.000000,142.000000,37
2010-07-09,159.979996,160.000000,146.000000,146.000000,146.000000,17
2010-07-12,150.000000,150.000000,150.000000,150.000000,150.000000,15
2010-07-13,170.000000,170.000000,148.000000,148.000000,148.000000,19
2010-07-14,140.000000,150.000000,140.000000,150.000000,150.000000,17
2010-07-15,150.000000,150.000000,150.000000,150.000000,150.000000,0
2010-07-16,150.000000,150.000000,150.000000,150.000000,150.000000,12
2010-07-19,160.000000,170.000000,159.979996,170.000000,170.000000,73
2010-07-20,160.000000,160.000000,159.979996,160.000000,160.000000,20
2010-07-21,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-07-22,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-07-23,160.000000,170.000000,160.000000,170.000000,170.000000,30
2010-07-26,160.000000,160.000000,160.000000,160.000000,160.000000,33
2010-07-27,160.000000,160.000000,160.000000,160.000000,160.000000,0
2010-07-28,130.000000,130.000000,130.000000,130.000000,130.000000,10
2010-07-29,130.000000,130.000000,130.000000,130.000000,130.000000,0
2010-07-30,130.000000,130.000000,130.000000,130.000000,130.000000,0
2010-08-02,130.000000,130.000000,130.000000,130.000000,130.000000,0
2010-08-03,150.000000,150.000000,150.000000,150.000000,150.000000,5
2010-08-04,150.000000,150.000000,150.000000,150.000000,150.000000,1
2010-08-05,150.000000,150.000000,150.000000,150.000000,150.000000,0
2010-08-06,150.000000,150.000000,150.000000,150.000000,150.000000,5
2010-08-09,150.000000,150.000000,150.000000,150.000000,150.000000,6
2010-08-10,150.000000,150.000000,150.000000,150.000000,150.000000,0
2010-08-11,150.000000,150.000000,150.000000,150.000000,150.000000,0
2010-08-12,150.000000,150.000000,150.000000,150.000000,150.000000,0
2010-08-13,120.000000,120.000000,120.000000,120.000000,120.000000,2
2010-08-16,120.000000,120.000000,120.000000,120.000000,120.000000,0
2010-08-17,120.000000,120.000000,120.000000,120.000000,120.000000,0
2010-08-18,120.000000,120.000000,120.000000,120.000000,120.000000,0
2010-08-19,120.000000,120.000000,120.000000,120.000000,120.000000,0
2010-08-20,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-08-23,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-08-24,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-08-25,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-08-26,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-08-27,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-08-30,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-08-31,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-09-01,202.000000,202.000000,148.000000,148.000000,148.000000,25
2010-09-02,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-09-03,202.000000,202.000000,148.000000,148.000000,148.000000,7
2010-09-07,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-09-08,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-09-09,148.000000,148.000000,148.000000,148.000000,148.000000,0
2010-09-10,138.000000,138.000000,138.000000,138.000000,138.000000,6
2010-09-13,120.000000,130.000000,120.000000,120.000000,120.000000,38
2010-09-14,120.000000,120.000000,120.000000,120.000000,120.000000,0
2010-09-15,138.000000,138.000000,138.000000,138.000000,138.000000,10
2010-09-16,128.000000,128.000000,122.000000,122.000000,122.000000,30
2010-09-17,122.000000,140.000000,102.000000,140.000000,140.000000,45
2010-09-20,140.000000,140.000000,140.000000,140.000000,140.000000,0
2010-09-21,140.000000,140.000000,138.000000,138.000000,138.000000,10
2010-09-22,130.000000,130.000000,130.000000,130.000000,130.000000,127
2010-09-23,134.000000,134.000000,134.000000,134.000000,134.000000,150
2010-09-24,132.000000,134.000000,132.000000,134.000000,134.000000,10
2010-09-27,134.000000,134.000000,134.000000,134.000000,134.000000,0
2010-09-28,110.000000,134.000000,110.000000,120.000000,120.000000,147
2010-09-29,130.000000,130.000000,120.000000,122.000000,122.000000,60
2010-09-30,130.000000,134.000000,130.000000,130.000000,130.000000,125
2010-10-01,130.000000,130.000000,110.000000,110.000000,110.000000,15
2010-10-04,110.000000,130.000000,110.000000,124.000000,124.000000,51
2010-10-05,124.000000,136.000000,120.000000,136.000000,136.000000,105
2010-10-06,136.000000,136.000000,130.000000,130.000000,130.000000,15
2010-10-07,130.000000,130.000000,130.000000,130.000000,130.000000,0
2010-10-08,130.000000,130.000000,130.000000,130.000000,130.000000,2
2010-10-11,136.000000,136.000000,130.000000,130.000000,130.000000,40
2010-10-12,146.000000,146.000000,146.000000,146.000000,146.000000,0
2010-10-13,146.000000,150.000000,146.000000,150.000000,150.000000,35
2010-10-14,156.000000,160.000000,152.000000,160.000000,160.000000,475
2010-10-15,170.000000,170.000000,156.000000,156.000000,156.000000,11
2010-10-18,170.000000,170.000000,170.000000,170.000000,170.000000,8
2010-10-19,166.000000,174.000000,166.000000,170.000000,170.000000,49
2010-10-20,180.000000,210.000000,176.000000,204.000000,204.000000,332
2010-10-21,196.000000,196.000000,194.000000,194.000000,194.000000,20
2010-10-22,194.000000,194.000000,194.000000,194.000000,194.000000,0
2010-10-25,180.000000,180.000000,158.000000,158.000000,158.000000,77
2010-10-26,168.000000,168.000000,160.000000,160.000000,160.000000,123
